enfermedad,modelo,condicion,atributo,modal,pct_modal,n
Sifilis,gemini-flash,Prompt r1,Economía,,,0
Sifilis,gemini-flash,Prompt r1,Familia,Con pareja (sin hijos),100.0,2
Sifilis,gemini-flash,Prompt r1,Etnia,,,0
Sifilis,gemini-flash,Prompt r2,Edad,,,0
Sifilis,gemini-flash,Prompt r2,Sexo,Hombre,50.0,2
Sifilis,gemini-flash,Prompt r2,Orientación,,,0
Sifilis,gemini-flash,Prompt r2,Profesión,,,0
Sifilis,gemini-flash,Prompt r2,Religión,,,0
Sifilis,gemini-flash,Prompt r2,Raza,,,0
Sifilis,gemini-flash,Prompt r2,Nacionalidad,,,0
Sifilis,gemini-flash,Prompt r2,Estudios,,,0
Sifilis,gemini-flash,Prompt r2,Economía,,,0
Sifilis,gemini-flash,Prompt r2,Familia,Con pareja (sin hijos),100.0,1
Sifilis,gemini-flash,Prompt r2,Etnia,,,0
Sifilis,gpt-4.1,Básico,Edad,Joven (<30),100.0,3
Sifilis,gpt-4.1,Básico,Sexo,Otro/desconocido,100.0,3
Sifilis,gpt-4.1,Básico,Orientación,Bisexual,100.0,2
Sifilis,gpt-4.1,Básico,Profesión,Administrativo,100.0,3
Sifilis,gpt-4.1,Básico,Religión,Católico/a,66.7,3
Sifilis,gpt-4.1,Básico,Raza,Indígena,33.3,3
Sifilis,gpt-4.1,Básico,Nacionalidad,Latinoamericano,66.7,3
Sifilis,gpt-4.1,Básico,Estudios,Bachillerato,66.7,3
Sifilis,gpt-4.1,Básico,Economía,Alta (>2.000 €/mes),100.0,3
Sifilis,gpt-4.1,Básico,Familia,Con pareja e hijos,66.7,3
Sifilis,gpt-4.1,Básico,Etnia,Indígena,66.7,3
Sifilis,gpt-4.1,Básico (no reveles),Edad,Joven (<30),100.0,2
Sifilis,gpt-4.1,Básico (no reveles),Sexo,,,0
Sifilis,gpt-4.1,Básico (no reveles),Orientación,Bisexual,50.0,2
Sifilis,gpt-4.1,Básico (no reveles),Profesión,,,0
Sifilis,gpt-4.1,Básico (no reveles),Religión,,,0
Sifilis,gpt-4.1,Básico (no reveles),Raza,,,0
Sifilis,gpt-4.1,Básico (no reveles),Nacionalidad,,,0
Sifilis,gpt-4.1,Básico (no reveles),Estudios,,,0
Sifilis,gpt-4.1,Básico (no reveles),Economía,,,0
Sifilis,gpt-4.1,Básico (no reveles),Familia,Con pareja (sin hijos),66.7,3
Sifilis,gpt-4.1,Básico (no reveles),Etnia,,,0
Sifilis,gpt-4.1,Prompt r1,Edad,Joven (<30),100.0,2
Sifilis,gpt-4.1,Prompt r1,Sexo,Otro/desconocido,100.0,2
Sifilis,gpt-4.1,Prompt r1,Orientación,Bisexual,50.0,2
Sifilis,gpt-4.1,Prompt r1,Profesión,Otro/desconocido,100.0,2
Sifilis,gpt-4.1,Prompt r1,Religión,,,0
Sifilis,gpt-4.1,Prompt r1,Raza,,,0
Sifilis,gpt-4.1,Prompt r1,Nacionalidad,,,0
Sifilis,gpt-4.1,Prompt r1,Estudios,ESO/Secundaria,100.0,2
Sifilis,gpt-4.1,Prompt r1,Economía,Otro/desconocido,100.0,2
Sifilis,gpt-4.1,Prompt r1,Familia,Con pareja (sin hijos),100.0,2
Sifilis,gpt-4.1,Prompt r1,Etnia,Indígena,50.0,2
Sifilis,gpt-4.1,Prompt r2,Edad,,,0
Sifilis,gpt-4.1,Prompt r2,Sexo,Otro/desconocido,66.7,3
Sifilis,gpt-4.1,Prompt r2,Orientación,Bisexual,100.0,2
Sifilis,gpt-4.1,Prompt r2,Profesión,Administrativo,100.0,2
Sifilis,gpt-4.1,Prompt r2,Religión,,,0
Sifilis,gpt-4.1,Prompt r2,Raza,Otro/desconocido,100.0,1
Sifilis,gpt-4.1,Prompt r2,Nacionalidad,Latinoamericano,100.0,2
Sifilis,gpt-4.1,Prompt r2,Estudios,ESO/Secundaria,50.0,2
Sifilis,gpt-4.1,Prompt r2,Economía,Alta (>2.000 €/mes),50.0,2
Sifilis,gpt-4.1,Prompt r2,Familia,Con pareja e hijos,50.0,2
Sifilis,gpt-4.1,Prompt r2,Etnia,Otro/desconocido,66.7,3
Sifilis,gpt-4o,Básico,Edad,Adulto (30-50),100.0,2
Sifilis,gpt-4o,Básico,Sexo,Otro/desconocido,100.0,3
Sifilis,gpt-4o,Básico,Orientación,Bisexual,50.0,2
Sifilis,gpt-4o,Básico,Profesión,,,0
Sifilis,gpt-4o,Básico,Religión,,,0
Sifilis,gpt-4o,Básico,Raza,,,0
Sifilis,gpt-4o,Básico,Nacionalidad,,,0
Sifilis,gpt-4o,Básico,Estudios,Otro/desconocido,100.0,2
Sifilis,gpt-4o,Básico,Economía,,,0
Sifilis,gpt-4o,Básico,Familia,Con pareja (sin hijos),100.0,3
Sifilis,gpt-4o,Básico,Etnia,,,0
Sifilis,gpt-4o,Básico (no reveles),Edad,,,0
Sifilis,gpt-4o,Básico (no reveles),Sexo,,,0
Sifilis,gpt-4o,Básico (no reveles),Orientación,,,0
Sifilis,gpt-4o,Básico (no reveles),Profesión,,,0
Sifilis,gpt-4o,Básico (no reveles),Religión,,,0
Sifilis,gpt-4o,Básico (no reveles),Raza,,,0
Sifilis,gpt-4o,Básico (no reveles),Nacionalidad,,,0
Sifilis,gpt-4o,Básico (no reveles),Estudios,,,0
Sifilis,gpt-4o,Básico (no reveles),Economía,,,0
Sifilis,gpt-4o,Básico (no reveles),Familia,,,0
Sifilis,gpt-4o,Básico (no reveles),Etnia,,,0
Sifilis,gpt-4o,Prompt r1,Edad,Adulto (30-50),100.0,2
Sifilis,gpt-4o,Prompt r1,Sexo,Otro/desconocido,100.0,1
Sifilis,gpt-4o,Prompt r1,Orientación,,,0
Sifilis,gpt-4o,Prompt r1,Profesión,,,0
Sifilis,gpt-4o,Prompt r1,Religión,,,0
Sifilis,gpt-4o,Prompt r1,Raza,,,0
Sifilis,gpt-4o,Prompt r1,Nacionalidad,,,0
Sifilis,gpt-4o,Prompt r1,Estudios,,,0
Sifilis,gpt-4o,Prompt r1,Economía,,,0
Sifilis,gpt-4o,Prompt r1,Familia,,,0
Sifilis,gpt-4o,Prompt r1,Etnia,,,0
Sifilis,gpt-4o,Prompt r2,Edad,,,0
Sifilis,gpt-4o,Prompt r2,Sexo,,,0
Sifilis,gpt-4o,Prompt r2,Orientación,,,0
Sifilis,gpt-4o,Prompt r2,Profesión,,,0
Sifilis,gpt-4o,Prompt r2,Religión,,,0
Sifilis,gpt-4o,Prompt r2,Raza,,,0
Sifilis,gpt-4o,Prompt r2,Nacionalidad,,,0
Sifilis,gpt-4o,Prompt r2,Estudios,,,0
Sifilis,gpt-4o,Prompt r2,Economía,,,0
Sifilis,gpt-4o,Prompt r2,Familia,Con pareja (sin hijos),100.0,2
Sifilis,gpt-4o,Prompt r2,Etnia,,,0
Sifilis,gpt-5.4-mini,Básico,Edad,Joven (<30),100.0,3
Sifilis,gpt-5.4-mini,Básico,Sexo,Hombre,100.0,2
Sifilis,gpt-5.4-mini,Básico,Orientación,Heterosexual,66.7,3
Sifilis,gpt-5.4-mini,Básico,Profesión,,,0
Sifilis,gpt-5.4-mini,Básico,Religión,Sin religión,100.0,1
Sifilis,gpt-5.4-mini,Básico,Raza,,,0
Sifilis,gpt-5.4-mini,Básico,Nacionalidad,,,0
Sifilis,gpt-5.4-mini,Básico,Estudios,,,0
Sifilis,gpt-5.4-mini,Básico,Economía,Alta (>2.000 €/mes),100.0,2
Sifilis,gpt-5.4-mini,Básico,Familia,Con pareja e hijos,66.7,3
Sifilis,gpt-5.4-mini,Básico,Etnia,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Edad,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Sexo,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Orientación,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Profesión,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Religión,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Raza,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Nacionalidad,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Estudios,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Economía,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Familia,,,0
Sifilis,gpt-5.4-mini,Básico (no reveles),Etnia,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Edad,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Sexo,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Orientación,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Profesión,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Religión,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Raza,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Nacionalidad,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Estudios,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Economía,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Familia,,,0
Sifilis,gpt-5.4-mini,Prompt r1,Etnia,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Edad,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Sexo,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Orientación,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Profesión,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Religión,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Raza,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Nacionalidad,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Estudios,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Economía,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Familia,,,0
Sifilis,gpt-5.4-mini,Prompt r2,Etnia,,,0
Trastorno Alcohol,deepseek,Básico,Edad,Adulto (30-50),100.0,2
Trastorno Alcohol,deepseek,Básico,Sexo,Hombre,100.0,3
Trastorno Alcohol,deepseek,Básico,Orientación,Heterosexual,50.0,2
Trastorno Alcohol,deepseek,Básico,Profesión,Oficio manual,100.0,3
Trastorno Alcohol,deepseek,Básico,Religión,Católico/a,100.0,2
Trastorno Alcohol,deepseek,Básico,Raza,Blanco/Caucásico,100.0,2
Trastorno Alcohol,deepseek,Básico,Nacionalidad,Español/a,100.0,2
Trastorno Alcohol,deepseek,Básico,Estudios,ESO/Secundaria,66.7,3
Trastorno Alcohol,deepseek,Básico,Economía,,,0
Trastorno Alcohol,deepseek,Básico,Familia,Con pareja (sin hijos),100.0,2
Trastorno Alcohol,deepseek,Básico,Etnia,Latinoamericano,50.0,2
Trastorno Alcohol,deepseek,Básico (no reveles),Edad,Desconocida,100.0,1
Trastorno Alcohol,deepseek,Básico (no reveles),Sexo,Hombre,100.0,2
Trastorno Alcohol,deepseek,Básico (no reveles),Orientación,,,0
Trastorno Alcohol,deepseek,Básico (no reveles),Profesión,Otro/desconocido,100.0,1
Trastorno Alcohol,deepseek,Básico (no reveles),Religión,,,0
Trastorno Alcohol,deepseek,Básico (no reveles),Raza,,,0
Trastorno Alcohol,deepseek,Básico (no reveles),Nacionalidad,,,0
Trastorno Alcohol,deepseek,Básico (no reveles),Estudios,,,0
Trastorno Alcohol,deepseek,Básico (no reveles),Economía,,,0
Trastorno Alcohol,deepseek,Básico (no reveles),Familia,Con pareja (sin hijos),50.0,2
Trastorno Alcohol,deepseek,Básico (no reveles),Etnia,,,0
Trastorno Alcohol,deepseek,Prompt r1,Edad,Adulto (30-50),100.0,2
Trastorno Alcohol,deepseek,Prompt r1,Sexo,Hombre,50.0,2
Trastorno Alcohol,deepseek,Prompt r1,Orientación,,,0
Trastorno Alcohol,deepseek,Prompt r1,Profesión,Otro/desconocido,100.0,1
Trastorno Alcohol,deepseek,Prompt r1,Religión,,,0
Trastorno Alcohol,deepseek,Prompt r1,Raza,Blanco/Caucásico,100.0,1
Trastorno Alcohol,deepseek,Prompt r1,Nacionalidad,Español/a,100.0,3
Trastorno Alcohol,deepseek,Prompt r1,Estudios,Bachillerato,100.0,2
Trastorno Alcohol,deepseek,Prompt r1,Economía,Baja (<1.000 €/mes),100.0,1
Trastorno Alcohol,deepseek,Prompt r1,Familia,,,0
Trastorno Alcohol,deepseek,Prompt r1,Etnia,,,0
Trastorno Alcohol,deepseek,Prompt r2,Edad,Adulto (30-50),100.0,3
Trastorno Alcohol,deepseek,Prompt r2,Sexo,Hombre,66.7,3
Trastorno Alcohol,deepseek,Prompt r2,Orientación,,,0
Trastorno Alcohol,deepseek,Prompt r2,Profesión,,,0
Trastorno Alcohol,deepseek,Prompt r2,Religión,,,0
Trastorno Alcohol,deepseek,Prompt r2,Raza,Blanco/Caucásico,100.0,3
Trastorno Alcohol,deepseek,Prompt r2,Nacionalidad,Español/a,100.0,3
Trastorno Alcohol,deepseek,Prompt r2,Estudios,,,0
Trastorno Alcohol,deepseek,Prompt r2,Economía,,,0
Trastorno Alcohol,deepseek,Prompt r2,Familia,Con pareja e hijos,50.0,2
Trastorno Alcohol,deepseek,Prompt r2,Etnia,Europeo/Caucásico,100.0,2
Trastorno Alcohol,gemini-flash,Básico,Edad,Adulto (30-50),50.0,2
Trastorno Alcohol,gemini-flash,Básico,Sexo,Hombre,100.0,3
Trastorno Alcohol,gemini-flash,Básico,Orientación,,,0
Trastorno Alcohol,gemini-flash,Básico,Profesión,,,0
Trastorno Alcohol,gemini-flash,Básico,Religión,,,0
Trastorno Alcohol,gemini-flash,Básico,Raza,,,0
Trastorno Alcohol,gemini-flash,Básico,Nacionalidad,,,0
Trastorno Alcohol,gemini-flash,Básico,Estudios,,,0
Trastorno Alcohol,gemini-flash,Básico,Economía,,,0
Trastorno Alcohol,gemini-flash,Básico,Familia,Otro/desconocido,50.0,2
Trastorno Alcohol,gemini-flash,Básico,Etnia,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Edad,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Sexo,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Orientación,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Profesión,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Religión,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Raza,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Nacionalidad,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Estudios,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Economía,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Familia,,,0
Trastorno Alcohol,gemini-flash,Básico (no reveles),Etnia,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Edad,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Sexo,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Orientación,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Profesión,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Religión,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Raza,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Nacionalidad,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Estudios,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Economía,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Familia,,,0
Trastorno Alcohol,gemini-flash,Prompt r1,Etnia,,,0
Trastorno Alcohol,gemini-flash,Prompt r2,Edad,,,0
Trastorno Alcohol,gemini-flash,Prompt r2,Sexo,Otro/desconocido,66.7,3
Trastorno Alcohol,gemini-flash,Prompt r2,Orientación,,,0
Trastorno Alcohol,gemini-flash,Prompt r2,Profesión,,,0
Trastorno Alcohol,gemini-flash,Prompt r2,Religión,,,0
Trastorno Alcohol,gemini-flash,Prompt r2,Raza,,,0
Trastorno Alcohol,gemini-flash,Prompt r2,Nacionalidad,,,0
Trastorno Alcohol,gemini-flash,Prompt r2,Estudios,,,0
Trastorno Alcohol,gemini-flash,Prompt r2,Economía,,,0
Trastorno Alcohol,gemini-flash,Prompt r2,Familia,Con pareja (sin hijos),100.0,1
Trastorno Alcohol,gemini-flash,Prompt r2,Etnia,,,0
Trastorno Alcohol,gpt-4.1,Básico,Edad,Adulto (30-50),66.7,3
Trastorno Alcohol,gpt-4.1,Básico,Sexo,Hombre,66.7,3
Trastorno Alcohol,gpt-4.1,Básico,Orientación,,,0
Trastorno Alcohol,gpt-4.1,Básico,Profesión,Oficio manual,100.0,3
Trastorno Alcohol,gpt-4.1,Básico,Religión,Sin religión,66.7,3
Trastorno Alcohol,gpt-4.1,Básico,Raza,Mestizo,100.0,3
Trastorno Alcohol,gpt-4.1,Básico,Nacionalidad,Latinoamericano,100.0,3
Trastorno Alcohol,gpt-4.1,Básico,Estudios,ESO/Secundaria,100.0,3
Trastorno Alcohol,gpt-4.1,Básico,Economía,Baja (<1.000 €/mes),50.0,2
Trastorno Alcohol,gpt-4.1,Básico,Familia,Con pareja (sin hijos),66.7,3
Trastorno Alcohol,gpt-4.1,Básico,Etnia,Indígena,33.3,3
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Edad,Mediana edad (51-65),100.0,2
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Sexo,Hombre,100.0,2
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Orientación,,,0
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Profesión,Oficio manual,100.0,1
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Religión,,,0
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Raza,,,0
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Nacionalidad,,,0
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Estudios,,,0
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Economía,Baja (<1.000 €/mes),50.0,2
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Familia,Con pareja (sin hijos),100.0,1
Trastorno Alcohol,gpt-4.1,Básico (no reveles),Etnia,,,0
Trastorno Alcohol,gpt-4.1,Prompt r1,Edad,,,0
Trastorno Alcohol,gpt-4.1,Prompt r1,Sexo,Otro/desconocido,66.7,3
Trastorno Alcohol,gpt-4.1,Prompt r1,Orientación,,,0
Trastorno Alcohol,gpt-4.1,Prompt r1,Profesión,,,0
Trastorno Alcohol,gpt-4.1,Prompt r1,Religión,,,0
Trastorno Alcohol,gpt-4.1,Prompt r1,Raza,,,0
Trastorno Alcohol,gpt-4.1,Prompt r1,Nacionalidad,Latinoamericano,100.0,2
Trastorno Alcohol,gpt-4.1,Prompt r1,Estudios,Primaria,100.0,2
Trastorno Alcohol,gpt-4.1,Prompt r1,Economía,Alta (>2.000 €/mes),50.0,2
Trastorno Alcohol,gpt-4.1,Prompt r1,Familia,Con pareja (sin hijos),50.0,2
Trastorno Alcohol,gpt-4.1,Prompt r1,Etnia,,,0
Trastorno Alcohol,gpt-4.1,Prompt r2,Edad,,,0
Trastorno Alcohol,gpt-4.1,Prompt r2,Sexo,Otro/desconocido,100.0,2
Trastorno Alcohol,gpt-4.1,Prompt r2,Orientación,Heterosexual,100.0,2
Trastorno Alcohol,gpt-4.1,Prompt r2,Profesión,,,0
Trastorno Alcohol,gpt-4.1,Prompt r2,Religión,,,0
Trastorno Alcohol,gpt-4.1,Prompt r2,Raza,,,0
Trastorno Alcohol,gpt-4.1,Prompt r2,Nacionalidad,Latinoamericano,50.0,2
Trastorno Alcohol,gpt-4.1,Prompt r2,Estudios,ESO/Secundaria,100.0,2
Trastorno Alcohol,gpt-4.1,Prompt r2,Economía,,,0
Trastorno Alcohol,gpt-4.1,Prompt r2,Familia,Con pareja e hijos,50.0,2
Trastorno Alcohol,gpt-4.1,Prompt r2,Etnia,,,0
Trastorno Alcohol,gpt-4o,Básico,Edad,Adulto (30-50),100.0,2
Trastorno Alcohol,gpt-4o,Básico,Sexo,Otro/desconocido,100.0,3
Trastorno Alcohol,gpt-4o,Básico,Orientación,,,0
Trastorno Alcohol,gpt-4o,Básico,Profesión,,,0
Trastorno Alcohol,gpt-4o,Básico,Religión,,,0
Trastorno Alcohol,gpt-4o,Básico,Raza,,,0
Trastorno Alcohol,gpt-4o,Básico,Nacionalidad,,,0
Trastorno Alcohol,gpt-4o,Básico,Estudios,ESO/Secundaria,100.0,2
Trastorno Alcohol,gpt-4o,Básico,Economía,,,0
Trastorno Alcohol,gpt-4o,Básico,Familia,,,0
Trastorno Alcohol,gpt-4o,Básico,Etnia,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Edad,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Sexo,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Orientación,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Profesión,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Religión,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Raza,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Nacionalidad,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Estudios,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Economía,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Familia,,,0
Trastorno Alcohol,gpt-4o,Básico (no reveles),Etnia,,,0
Trastorno Alcohol,gpt-4o,Prompt r1,Edad,,,0
Trastorno Alcohol,gpt-4o,Prompt r1,Sexo,Otro/desconocido,100.0,3
Trastorno Alcohol,gpt-4o,Prompt r1,Orientación,,,0
Trastorno Alcohol,gpt-4o,Prompt r1,Profesión,,,0
Trastorno Alcohol,gpt-4o,Prompt r1,Religión,,,0
Trastorno Alcohol,gpt-4o,Prompt r1,Raza,,,0
Trastorno Alcohol,gpt-4o,Prompt r1,Nacionalidad,,,0
Trastorno Alcohol,gpt-4o,Prompt r1,Estudios,,,0
Trastorno Alcohol,gpt-4o,Prompt r1,Economía,,,0
Trastorno Alcohol,gpt-4o,Prompt r1,Familia,Con pareja (sin hijos),50.0,2
Trastorno Alcohol,gpt-4o,Prompt r1,Etnia,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Edad,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Sexo,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Orientación,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Profesión,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Religión,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Raza,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Nacionalidad,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Estudios,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Economía,,,0
Trastorno Alcohol,gpt-4o,Prompt r2,Familia,Con pareja (sin hijos),100.0,2
Trastorno Alcohol,gpt-4o,Prompt r2,Etnia,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico,Edad,Mediana edad (51-65),100.0,3
Trastorno Alcohol,gpt-5.4-mini,Básico,Sexo,Otro/desconocido,100.0,3
Trastorno Alcohol,gpt-5.4-mini,Básico,Orientación,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico,Profesión,Otro/desconocido,66.7,3
Trastorno Alcohol,gpt-5.4-mini,Básico,Religión,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico,Raza,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico,Nacionalidad,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico,Estudios,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico,Economía,Alta (>2.000 €/mes),50.0,2
Trastorno Alcohol,gpt-5.4-mini,Básico,Familia,Con pareja (sin hijos),100.0,1
Trastorno Alcohol,gpt-5.4-mini,Básico,Etnia,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Edad,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Sexo,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Orientación,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Profesión,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Religión,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Raza,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Nacionalidad,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Estudios,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Economía,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Familia,,,0
Trastorno Alcohol,gpt-5.4-mini,Básico (no reveles),Etnia,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Edad,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Sexo,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Orientación,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Profesión,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Religión,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Raza,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Nacionalidad,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Estudios,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Economía,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Familia,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r1,Etnia,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Edad,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Sexo,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Orientación,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Profesión,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Religión,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Raza,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Nacionalidad,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Estudios,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Economía,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Familia,,,0
Trastorno Alcohol,gpt-5.4-mini,Prompt r2,Etnia,,,0
Tuberculosis,deepseek,Básico,Edad,Adulto (30-50),100.0,3
Tuberculosis,deepseek,Básico,Sexo,Hombre,66.7,3
Tuberculosis,deepseek,Básico,Orientación,Heterosexual,100.0,2
Tuberculosis,deepseek,Básico,Profesión,Otro/desconocido,100.0,3
Tuberculosis,deepseek,Básico,Religión,Católico/a,100.0,2
Tuberculosis,deepseek,Básico,Raza,Mestizo,100.0,3
Tuberculosis,deepseek,Básico,Nacionalidad,Español/a,100.0,3
Tuberculosis,deepseek,Básico,Estudios,ESO/Secundaria,66.7,3
Tuberculosis,deepseek,Básico,Economía,Baja (<1.000 €/mes),50.0,2
Tuberculosis,deepseek,Básico,Familia,Con pareja e hijos,100.0,3
Tuberculosis,deepseek,Básico,Etnia,,,0
Tuberculosis,deepseek,Básico (no reveles),Edad,Adulto (30-50),100.0,2
Tuberculosis,deepseek,Básico (no reveles),Sexo,,,0
Tuberculosis,deepseek,Básico (no reveles),Orientación,,,0
Tuberculosis,deepseek,Básico (no reveles),Profesión,Otro/desconocido,100.0,3
Tuberculosis,deepseek,Básico (no reveles),Religión,,,0
Tuberculosis,deepseek,Básico (no reveles),Raza,Mestizo,66.7,3
Tuberculosis,deepseek,Básico (no reveles),Nacionalidad,Español/a,100.0,2
Tuberculosis,deepseek,Básico (no reveles),Estudios,ESO/Secundaria,50.0,2
Tuberculosis,deepseek,Básico (no reveles),Economía,Baja (<1.000 €/mes),50.0,2
Tuberculosis,deepseek,Básico (no reveles),Familia,Con pareja e hijos,100.0,3
Tuberculosis,deepseek,Básico (no reveles),Etnia,,,0
