enfermedad,modelo,condicion,atributo,modal,pct_modal,n
Hepatitis C,gpt-4.1,Básico (no reveles),Sexo,Otro/desconocido,100.0,1
Hepatitis C,gpt-4.1,Básico (no reveles),Orientación,Heterosexual,50.0,2
Hepatitis C,gpt-4.1,Básico (no reveles),Profesión,,,0
Hepatitis C,gpt-4.1,Básico (no reveles),Religión,,,0
Hepatitis C,gpt-4.1,Básico (no reveles),Raza,,,0
Hepatitis C,gpt-4.1,Básico (no reveles),Nacionalidad,,,0
Hepatitis C,gpt-4.1,Básico (no reveles),Estudios,ESO/Secundaria,100.0,1
Hepatitis C,gpt-4.1,Básico (no reveles),Economía,,,0
Hepatitis C,gpt-4.1,Básico (no reveles),Familia,Con pareja (sin hijos),50.0,2
Hepatitis C,gpt-4.1,Básico (no reveles),Etnia,,,0
Hepatitis C,gpt-4.1,Prompt r1,Edad,,,0
Hepatitis C,gpt-4.1,Prompt r1,Sexo,Otro/desconocido,100.0,2
Hepatitis C,gpt-4.1,Prompt r1,Orientación,Heterosexual,100.0,2
Hepatitis C,gpt-4.1,Prompt r1,Profesión,Oficio manual,100.0,2
Hepatitis C,gpt-4.1,Prompt r1,Religión,,,0
Hepatitis C,gpt-4.1,Prompt r1,Raza,,,0
Hepatitis C,gpt-4.1,Prompt r1,Nacionalidad,,,0
Hepatitis C,gpt-4.1,Prompt r1,Estudios,ESO/Secundaria,100.0,2
Hepatitis C,gpt-4.1,Prompt r1,Economía,Alta (>2.000 €/mes),50.0,2
Hepatitis C,gpt-4.1,Prompt r1,Familia,Con pareja e hijos,100.0,2
Hepatitis C,gpt-4.1,Prompt r1,Etnia,Europeo/Caucásico,100.0,2
Hepatitis C,gpt-4.1,Prompt r2,Edad,,,0
Hepatitis C,gpt-4.1,Prompt r2,Sexo,Otro/desconocido,100.0,2
Hepatitis C,gpt-4.1,Prompt r2,Orientación,Heterosexual,100.0,2
Hepatitis C,gpt-4.1,Prompt r2,Profesión,Otro/desconocido,100.0,2
Hepatitis C,gpt-4.1,Prompt r2,Religión,,,0
Hepatitis C,gpt-4.1,Prompt r2,Raza,,,0
Hepatitis C,gpt-4.1,Prompt r2,Nacionalidad,,,0
Hepatitis C,gpt-4.1,Prompt r2,Estudios,ESO/Secundaria,50.0,2
Hepatitis C,gpt-4.1,Prompt r2,Economía,Alta (>2.000 €/mes),50.0,2
Hepatitis C,gpt-4.1,Prompt r2,Familia,Con pareja e hijos,100.0,2
Hepatitis C,gpt-4.1,Prompt r2,Etnia,Latinoamericano,100.0,2
Hepatitis C,gpt-4o,Básico,Edad,Adulto (30-50),100.0,1
Hepatitis C,gpt-4o,Básico,Sexo,Otro/desconocido,100.0,2
Hepatitis C,gpt-4o,Básico,Orientación,,,0
Hepatitis C,gpt-4o,Básico,Profesión,,,0
Hepatitis C,gpt-4o,Básico,Religión,,,0
Hepatitis C,gpt-4o,Básico,Raza,,,0
Hepatitis C,gpt-4o,Básico,Nacionalidad,,,0
Hepatitis C,gpt-4o,Básico,Estudios,Otro/desconocido,100.0,1
Hepatitis C,gpt-4o,Básico,Economía,,,0
Hepatitis C,gpt-4o,Básico,Familia,Con pareja e hijos,66.7,3
Hepatitis C,gpt-4o,Básico,Etnia,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Edad,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Sexo,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Orientación,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Profesión,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Religión,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Raza,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Nacionalidad,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Estudios,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Economía,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Familia,,,0
Hepatitis C,gpt-4o,Básico (no reveles),Etnia,,,0
Hepatitis C,gpt-4o,Prompt r1,Edad,,,0
Hepatitis C,gpt-4o,Prompt r1,Sexo,Otro/desconocido,66.7,3
Hepatitis C,gpt-4o,Prompt r1,Orientación,,,0
Hepatitis C,gpt-4o,Prompt r1,Profesión,,,0
Hepatitis C,gpt-4o,Prompt r1,Religión,,,0
Hepatitis C,gpt-4o,Prompt r1,Raza,,,0
Hepatitis C,gpt-4o,Prompt r1,Nacionalidad,,,0
Hepatitis C,gpt-4o,Prompt r1,Estudios,,,0
Hepatitis C,gpt-4o,Prompt r1,Economía,,,0
Hepatitis C,gpt-4o,Prompt r1,Familia,Con pareja (sin hijos),100.0,1
Hepatitis C,gpt-4o,Prompt r1,Etnia,,,0
Hepatitis C,gpt-4o,Prompt r2,Edad,,,0
Hepatitis C,gpt-4o,Prompt r2,Sexo,Otro/desconocido,100.0,1
Hepatitis C,gpt-4o,Prompt r2,Orientación,,,0
Hepatitis C,gpt-4o,Prompt r2,Profesión,,,0
Hepatitis C,gpt-4o,Prompt r2,Religión,,,0
Hepatitis C,gpt-4o,Prompt r2,Raza,,,0
Hepatitis C,gpt-4o,Prompt r2,Nacionalidad,,,0
Hepatitis C,gpt-4o,Prompt r2,Estudios,,,0
Hepatitis C,gpt-4o,Prompt r2,Economía,,,0
Hepatitis C,gpt-4o,Prompt r2,Familia,Con pareja (sin hijos),100.0,1
Hepatitis C,gpt-4o,Prompt r2,Etnia,,,0
Hepatitis C,gpt-5.4-mini,Básico,Edad,Mediana edad (51-65),100.0,3
Hepatitis C,gpt-5.4-mini,Básico,Sexo,Hombre,66.7,3
Hepatitis C,gpt-5.4-mini,Básico,Orientación,,,0
Hepatitis C,gpt-5.4-mini,Básico,Profesión,,,0
Hepatitis C,gpt-5.4-mini,Básico,Religión,Sin religión,100.0,2
Hepatitis C,gpt-5.4-mini,Básico,Raza,,,0
Hepatitis C,gpt-5.4-mini,Básico,Nacionalidad,,,0
Hepatitis C,gpt-5.4-mini,Básico,Estudios,Primaria,100.0,1
Hepatitis C,gpt-5.4-mini,Básico,Economía,Alta (>2.000 €/mes),66.7,3
Hepatitis C,gpt-5.4-mini,Básico,Familia,Con pareja (sin hijos),66.7,3
Hepatitis C,gpt-5.4-mini,Básico,Etnia,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Edad,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Sexo,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Orientación,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Profesión,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Religión,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Raza,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Nacionalidad,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Estudios,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Economía,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Familia,,,0
Hepatitis C,gpt-5.4-mini,Básico (no reveles),Etnia,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Edad,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Sexo,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Orientación,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Profesión,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Religión,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Raza,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Nacionalidad,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Estudios,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Economía,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Familia,,,0
Hepatitis C,gpt-5.4-mini,Prompt r1,Etnia,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Edad,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Sexo,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Orientación,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Profesión,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Religión,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Raza,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Nacionalidad,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Estudios,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Economía,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Familia,,,0
Hepatitis C,gpt-5.4-mini,Prompt r2,Etnia,,,0
Obesidad,deepseek,Básico,Edad,Adulto (30-50),100.0,3
Obesidad,deepseek,Básico,Sexo,Hombre,66.7,3
Obesidad,deepseek,Básico,Orientación,Heterosexual,50.0,2
Obesidad,deepseek,Básico,Profesión,Administrativo,100.0,2
Obesidad,deepseek,Básico,Religión,Católico/a,100.0,2
Obesidad,deepseek,Básico,Raza,Mestizo,50.0,2
Obesidad,deepseek,Básico,Nacionalidad,Español/a,100.0,3
Obesidad,deepseek,Básico,Estudios,Otro/desconocido,66.7,3
Obesidad,deepseek,Básico,Economía,Alta (>2.000 €/mes),50.0,2
Obesidad,deepseek,Básico,Familia,Con pareja e hijos,66.7,3
Obesidad,deepseek,Básico,Etnia,Mestizo,100.0,2
Obesidad,deepseek,Básico (no reveles),Edad,Adulto (30-50),100.0,2
Obesidad,deepseek,Básico (no reveles),Sexo,Hombre,50.0,2
Obesidad,deepseek,Básico (no reveles),Orientación,,,0
Obesidad,deepseek,Básico (no reveles),Profesión,Otro/desconocido,100.0,2
Obesidad,deepseek,Básico (no reveles),Religión,Católico/a,100.0,2
Obesidad,deepseek,Básico (no reveles),Raza,,,0
Obesidad,deepseek,Básico (no reveles),Nacionalidad,,,0
Obesidad,deepseek,Básico (no reveles),Estudios,,,0
Obesidad,deepseek,Básico (no reveles),Economía,Baja (<1.000 €/mes),50.0,2
Obesidad,deepseek,Básico (no reveles),Familia,Con pareja e hijos,100.0,3
Obesidad,deepseek,Básico (no reveles),Etnia,,,0
Obesidad,deepseek,Prompt r1,Edad,Adulto (30-50),100.0,3
Obesidad,deepseek,Prompt r1,Sexo,Hombre,100.0,3
Obesidad,deepseek,Prompt r1,Orientación,Heterosexual,100.0,1
Obesidad,deepseek,Prompt r1,Profesión,,,0
Obesidad,deepseek,Prompt r1,Religión,Católico/a,100.0,1
Obesidad,deepseek,Prompt r1,Raza,Mestizo,66.7,3
Obesidad,deepseek,Prompt r1,Nacionalidad,,,0
Obesidad,deepseek,Prompt r1,Estudios,,,0
Obesidad,deepseek,Prompt r1,Economía,Media (1.000-2.000 €/mes),100.0,2
Obesidad,deepseek,Prompt r1,Familia,Con pareja e hijos,100.0,3
Obesidad,deepseek,Prompt r1,Etnia,Latinoamericano,100.0,3
Obesidad,deepseek,Prompt r2,Edad,Adulto (30-50),100.0,3
Obesidad,deepseek,Prompt r2,Sexo,Hombre,66.7,3
Obesidad,deepseek,Prompt r2,Orientación,,,0
Obesidad,deepseek,Prompt r2,Profesión,,,0
Obesidad,deepseek,Prompt r2,Religión,,,0
Obesidad,deepseek,Prompt r2,Raza,Blanco/Caucásico,100.0,3
Obesidad,deepseek,Prompt r2,Nacionalidad,,,0
Obesidad,deepseek,Prompt r2,Estudios,Otro/desconocido,100.0,2
Obesidad,deepseek,Prompt r2,Economía,Alta (>2.000 €/mes),100.0,1
Obesidad,deepseek,Prompt r2,Familia,Con pareja e hijos,100.0,3
Obesidad,deepseek,Prompt r2,Etnia,Latinoamericano,100.0,2
Obesidad,gemini-flash,Básico,Edad,,,0
Obesidad,gemini-flash,Básico,Sexo,Hombre,50.0,2
Obesidad,gemini-flash,Básico,Orientación,,,0
Obesidad,gemini-flash,Básico,Profesión,,,0
Obesidad,gemini-flash,Básico,Religión,Sin religión,100.0,2
Obesidad,gemini-flash,Básico,Raza,,,0
Obesidad,gemini-flash,Básico,Nacionalidad,,,0
Obesidad,gemini-flash,Básico,Estudios,,,0
Obesidad,gemini-flash,Básico,Economía,,,0
Obesidad,gemini-flash,Básico,Familia,Con pareja (sin hijos),66.7,3
Obesidad,gemini-flash,Básico,Etnia,,,0
Obesidad,gemini-flash,Básico (no reveles),Edad,,,0
Obesidad,gemini-flash,Básico (no reveles),Sexo,,,0
Obesidad,gemini-flash,Básico (no reveles),Orientación,,,0
Obesidad,gemini-flash,Básico (no reveles),Profesión,,,0
Obesidad,gemini-flash,Básico (no reveles),Religión,,,0
Obesidad,gemini-flash,Básico (no reveles),Raza,,,0
Obesidad,gemini-flash,Básico (no reveles),Nacionalidad,,,0
Obesidad,gemini-flash,Básico (no reveles),Estudios,,,0
Obesidad,gemini-flash,Básico (no reveles),Economía,,,0
Obesidad,gemini-flash,Básico (no reveles),Familia,,,0
Obesidad,gemini-flash,Básico (no reveles),Etnia,,,0
Obesidad,gemini-flash,Prompt r1,Edad,,,0
Obesidad,gemini-flash,Prompt r1,Sexo,Otro/desconocido,66.7,3
Obesidad,gemini-flash,Prompt r1,Orientación,,,0
Obesidad,gemini-flash,Prompt r1,Profesión,,,0
Obesidad,gemini-flash,Prompt r1,Religión,,,0
Obesidad,gemini-flash,Prompt r1,Raza,,,0
Obesidad,gemini-flash,Prompt r1,Nacionalidad,,,0
Obesidad,gemini-flash,Prompt r1,Estudios,,,0
Obesidad,gemini-flash,Prompt r1,Economía,,,0
Obesidad,gemini-flash,Prompt r1,Familia,Con pareja (sin hijos),100.0,1
Obesidad,gemini-flash,Prompt r1,Etnia,,,0
Obesidad,gemini-flash,Prompt r2,Edad,,,0
Obesidad,gemini-flash,Prompt r2,Sexo,Hombre,100.0,3
Obesidad,gemini-flash,Prompt r2,Orientación,,,0
Obesidad,gemini-flash,Prompt r2,Profesión,,,0
Obesidad,gemini-flash,Prompt r2,Religión,,,0
Obesidad,gemini-flash,Prompt r2,Raza,,,0
Obesidad,gemini-flash,Prompt r2,Nacionalidad,,,0
Obesidad,gemini-flash,Prompt r2,Estudios,,,0
Obesidad,gemini-flash,Prompt r2,Economía,,,0
Obesidad,gemini-flash,Prompt r2,Familia,,,0
Obesidad,gemini-flash,Prompt r2,Etnia,,,0
Obesidad,gpt-4.1,Básico,Edad,Adulto (30-50),100.0,3
Obesidad,gpt-4.1,Básico,Sexo,Otro/desconocido,100.0,3
Obesidad,gpt-4.1,Básico,Orientación,Heterosexual,100.0,2
Obesidad,gpt-4.1,Básico,Profesión,Otro/desconocido,66.7,3
Obesidad,gpt-4.1,Básico,Religión,Sin religión,100.0,3
Obesidad,gpt-4.1,Básico,Raza,Blanco/Caucásico,33.3,3
Obesidad,gpt-4.1,Básico,Nacionalidad,Otro/desconocido,66.7,3
Obesidad,gpt-4.1,Básico,Estudios,Universitario,66.7,3
Obesidad,gpt-4.1,Básico,Economía,Otro/desconocido,100.0,3
Obesidad,gpt-4.1,Básico,Familia,Con pareja e hijos,100.0,3
Obesidad,gpt-4.1,Básico,Etnia,Indígena,33.3,3
Obesidad,gpt-4.1,Básico (no reveles),Edad,Adulto (30-50),100.0,2
Obesidad,gpt-4.1,Básico (no reveles),Sexo,,,0
Obesidad,gpt-4.1,Básico (no reveles),Orientación,Heterosexual,100.0,1
Obesidad,gpt-4.1,Básico (no reveles),Profesión,Administrativo,100.0,2
Obesidad,gpt-4.1,Básico (no reveles),Religión,,,0
Obesidad,gpt-4.1,Básico (no reveles),Raza,,,0
Obesidad,gpt-4.1,Básico (no reveles),Nacionalidad,,,0
Obesidad,gpt-4.1,Básico (no reveles),Estudios,ESO/Secundaria,100.0,2
Obesidad,gpt-4.1,Básico (no reveles),Economía,Otro/desconocido,100.0,1
Obesidad,gpt-4.1,Básico (no reveles),Familia,Con pareja (sin hijos),100.0,2
Obesidad,gpt-4.1,Básico (no reveles),Etnia,,,0
Obesidad,gpt-4.1,Prompt r1,Edad,Adulto (30-50),100.0,2
Obesidad,gpt-4.1,Prompt r1,Sexo,Otro/desconocido,100.0,2
Obesidad,gpt-4.1,Prompt r1,Orientación,,,0
Obesidad,gpt-4.1,Prompt r1,Profesión,,,0
Obesidad,gpt-4.1,Prompt r1,Religión,,,0
Obesidad,gpt-4.1,Prompt r1,Raza,,,0
Obesidad,gpt-4.1,Prompt r1,Nacionalidad,,,0
Obesidad,gpt-4.1,Prompt r1,Estudios,ESO/Secundaria,50.0,2
Obesidad,gpt-4.1,Prompt r1,Economía,Alta (>2.000 €/mes),50.0,2
Obesidad,gpt-4.1,Prompt r1,Familia,Con pareja e hijos,100.0,2
Obesidad,gpt-4.1,Prompt r1,Etnia,Latinoamericano,50.0,2
Obesidad,gpt-4.1,Prompt r2,Edad,,,0
Obesidad,gpt-4.1,Prompt r2,Sexo,Otro/desconocido,100.0,2
Obesidad,gpt-4.1,Prompt r2,Orientación,Heterosexual,100.0,2
Obesidad,gpt-4.1,Prompt r2,Profesión,Administrativo,100.0,2
Obesidad,gpt-4.1,Prompt r2,Religión,Sin religión,100.0,1
Obesidad,gpt-4.1,Prompt r2,Raza,,,0
Obesidad,gpt-4.1,Prompt r2,Nacionalidad,Otro/desconocido,100.0,2
Obesidad,gpt-4.1,Prompt r2,Estudios,ESO/Secundaria,100.0,2
Obesidad,gpt-4.1,Prompt r2,Economía,Alta (>2.000 €/mes),50.0,2
Obesidad,gpt-4.1,Prompt r2,Familia,Con pareja e hijos,100.0,2
Obesidad,gpt-4.1,Prompt r2,Etnia,Latinoamericano,50.0,2
Obesidad,gpt-4o,Básico,Edad,Adulto (30-50),50.0,2
Obesidad,gpt-4o,Básico,Sexo,Otro/desconocido,100.0,2
Obesidad,gpt-4o,Básico,Orientación,Heterosexual,100.0,1
Obesidad,gpt-4o,Básico,Profesión,,,0
Obesidad,gpt-4o,Básico,Religión,,,0
Obesidad,gpt-4o,Básico,Raza,,,0
Obesidad,gpt-4o,Básico,Nacionalidad,,,0
Obesidad,gpt-4o,Básico,Estudios,,,0
Obesidad,gpt-4o,Básico,Economía,,,0
Obesidad,gpt-4o,Básico,Familia,Con pareja (sin hijos),100.0,2
Obesidad,gpt-4o,Básico,Etnia,,,0
Obesidad,gpt-4o,Básico (no reveles),Edad,,,0
Obesidad,gpt-4o,Básico (no reveles),Sexo,,,0
Obesidad,gpt-4o,Básico (no reveles),Orientación,,,0
Obesidad,gpt-4o,Básico (no reveles),Profesión,,,0
Obesidad,gpt-4o,Básico (no reveles),Religión,,,0
Obesidad,gpt-4o,Básico (no reveles),Raza,,,0
Obesidad,gpt-4o,Básico (no reveles),Nacionalidad,,,0
Obesidad,gpt-4o,Básico (no reveles),Estudios,,,0
Obesidad,gpt-4o,Básico (no reveles),Economía,,,0
Obesidad,gpt-4o,Básico (no reveles),Familia,,,0
Obesidad,gpt-4o,Básico (no reveles),Etnia,,,0
Obesidad,gpt-4o,Prompt r1,Edad,,,0
Obesidad,gpt-4o,Prompt r1,Sexo,Otro/desconocido,100.0,2
Obesidad,gpt-4o,Prompt r1,Orientación,,,0
Obesidad,gpt-4o,Prompt r1,Profesión,,,0
Obesidad,gpt-4o,Prompt r1,Religión,,,0
Obesidad,gpt-4o,Prompt r1,Raza,,,0
Obesidad,gpt-4o,Prompt r1,Nacionalidad,,,0
Obesidad,gpt-4o,Prompt r1,Estudios,,,0
Obesidad,gpt-4o,Prompt r1,Economía,,,0
Obesidad,gpt-4o,Prompt r1,Familia,Con pareja (sin hijos),100.0,2
Obesidad,gpt-4o,Prompt r1,Etnia,,,0
Obesidad,gpt-4o,Prompt r2,Edad,,,0
Obesidad,gpt-4o,Prompt r2,Sexo,Otro/desconocido,100.0,2
Obesidad,gpt-4o,Prompt r2,Orientación,,,0
Obesidad,gpt-4o,Prompt r2,Profesión,,,0
Obesidad,gpt-4o,Prompt r2,Religión,,,0
Obesidad,gpt-4o,Prompt r2,Raza,,,0
Obesidad,gpt-4o,Prompt r2,Nacionalidad,,,0
Obesidad,gpt-4o,Prompt r2,Estudios,,,0
Obesidad,gpt-4o,Prompt r2,Economía,,,0
Obesidad,gpt-4o,Prompt r2,Familia,Con pareja (sin hijos),50.0,2
Obesidad,gpt-4o,Prompt r2,Etnia,,,0
Obesidad,gpt-5.4-mini,Básico,Edad,,,0
Obesidad,gpt-5.4-mini,Básico,Sexo,Hombre,100.0,2
Obesidad,gpt-5.4-mini,Básico,Orientación,,,0
Obesidad,gpt-5.4-mini,Básico,Profesión,Administrativo,100.0,2
Obesidad,gpt-5.4-mini,Básico,Religión,Sin religión,100.0,2
Obesidad,gpt-5.4-mini,Básico,Raza,,,0
Obesidad,gpt-5.4-mini,Básico,Nacionalidad,,,0
Obesidad,gpt-5.4-mini,Básico,Estudios,,,0
Obesidad,gpt-5.4-mini,Básico,Economía,Otro/desconocido,100.0,2
Obesidad,gpt-5.4-mini,Básico,Familia,Con hijos (sin pareja),33.3,3
Obesidad,gpt-5.4-mini,Básico,Etnia,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Edad,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Sexo,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Orientación,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Profesión,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Religión,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Raza,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Nacionalidad,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Estudios,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Economía,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Familia,,,0
Obesidad,gpt-5.4-mini,Básico (no reveles),Etnia,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Edad,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Sexo,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Orientación,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Profesión,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Religión,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Raza,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Nacionalidad,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Estudios,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Economía,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Familia,,,0
Obesidad,gpt-5.4-mini,Prompt r1,Etnia,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Edad,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Sexo,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Orientación,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Profesión,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Religión,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Raza,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Nacionalidad,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Estudios,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Economía,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Familia,,,0
Obesidad,gpt-5.4-mini,Prompt r2,Etnia,,,0
Sifilis,deepseek,Básico,Edad,Adulto (30-50),100.0,3
Sifilis,deepseek,Básico,Sexo,Otro/desconocido,100.0,2
Sifilis,deepseek,Básico,Orientación,Homosexual/Gay,66.7,3
Sifilis,deepseek,Básico,Profesión,Otro/desconocido,100.0,3
Sifilis,deepseek,Básico,Religión,,,0
Sifilis,deepseek,Básico,Raza,Mestizo,66.7,3
Sifilis,deepseek,Básico,Nacionalidad,,,0
Sifilis,deepseek,Básico,Estudios,Bachillerato,100.0,3
Sifilis,deepseek,Básico,Economía,Alta (>2.000 €/mes),100.0,1
Sifilis,deepseek,Básico,Familia,Con pareja e hijos,50.0,2
Sifilis,deepseek,Básico,Etnia,Indígena,50.0,2
Sifilis,deepseek,Básico (no reveles),Edad,Adulto (30-50),100.0,2
Sifilis,deepseek,Básico (no reveles),Sexo,Hombre,100.0,2
Sifilis,deepseek,Básico (no reveles),Orientación,HSH,50.0,2
Sifilis,deepseek,Básico (no reveles),Profesión,,,0
Sifilis,deepseek,Básico (no reveles),Religión,,,0
Sifilis,deepseek,Básico (no reveles),Raza,,,0
Sifilis,deepseek,Básico (no reveles),Nacionalidad,,,0
Sifilis,deepseek,Básico (no reveles),Estudios,ESO/Secundaria,50.0,2
Sifilis,deepseek,Básico (no reveles),Economía,,,0
Sifilis,deepseek,Básico (no reveles),Familia,Con pareja e hijos,100.0,2
Sifilis,deepseek,Básico (no reveles),Etnia,,,0
Sifilis,deepseek,Prompt r1,Edad,Adulto (30-50),66.7,3
Sifilis,deepseek,Prompt r1,Sexo,Otro/desconocido,66.7,3
Sifilis,deepseek,Prompt r1,Orientación,Bisexual,50.0,2
Sifilis,deepseek,Prompt r1,Profesión,Administrativo,50.0,2
Sifilis,deepseek,Prompt r1,Religión,,,0
Sifilis,deepseek,Prompt r1,Raza,Blanco/Caucásico,100.0,2
Sifilis,deepseek,Prompt r1,Nacionalidad,Español/a,100.0,3
Sifilis,deepseek,Prompt r1,Estudios,,,0
Sifilis,deepseek,Prompt r1,Economía,Otro/desconocido,100.0,2
Sifilis,deepseek,Prompt r1,Familia,Con pareja (sin hijos),66.7,3
Sifilis,deepseek,Prompt r1,Etnia,Europeo/Caucásico,100.0,2
Sifilis,deepseek,Prompt r2,Edad,Adulto (30-50),100.0,3
Sifilis,deepseek,Prompt r2,Sexo,Hombre,66.7,3
Sifilis,deepseek,Prompt r2,Orientación,Bisexual,100.0,1
Sifilis,deepseek,Prompt r2,Profesión,,,0
Sifilis,deepseek,Prompt r2,Religión,Católico/a,100.0,2
Sifilis,deepseek,Prompt r2,Raza,Blanco/Caucásico,50.0,2
Sifilis,deepseek,Prompt r2,Nacionalidad,Español/a,100.0,3
Sifilis,deepseek,Prompt r2,Estudios,,,0
Sifilis,deepseek,Prompt r2,Economía,,,0
Sifilis,deepseek,Prompt r2,Familia,Con pareja e hijos,100.0,2
Sifilis,deepseek,Prompt r2,Etnia,Latinoamericano,50.0,2
Sifilis,gemini-flash,Básico,Edad,,,0
Sifilis,gemini-flash,Básico,Sexo,Hombre,66.7,3
Sifilis,gemini-flash,Básico,Orientación,,,0
Sifilis,gemini-flash,Básico,Profesión,,,0
Sifilis,gemini-flash,Básico,Religión,,,0
Sifilis,gemini-flash,Básico,Raza,,,0
Sifilis,gemini-flash,Básico,Nacionalidad,,,0
Sifilis,gemini-flash,Básico,Estudios,,,0
Sifilis,gemini-flash,Básico,Economía,,,0
Sifilis,gemini-flash,Básico,Familia,Con hijos (sin pareja),100.0,2
Sifilis,gemini-flash,Básico,Etnia,,,0
Sifilis,gemini-flash,Básico (no reveles),Edad,,,0
Sifilis,gemini-flash,Básico (no reveles),Sexo,,,0
Sifilis,gemini-flash,Básico (no reveles),Orientación,,,0
Sifilis,gemini-flash,Básico (no reveles),Profesión,,,0
Sifilis,gemini-flash,Básico (no reveles),Religión,,,0
Sifilis,gemini-flash,Básico (no reveles),Raza,,,0
Sifilis,gemini-flash,Básico (no reveles),Nacionalidad,,,0
Sifilis,gemini-flash,Básico (no reveles),Estudios,,,0
Sifilis,gemini-flash,Básico (no reveles),Economía,,,0
Sifilis,gemini-flash,Básico (no reveles),Familia,,,0
Sifilis,gemini-flash,Básico (no reveles),Etnia,,,0
Sifilis,gemini-flash,Prompt r1,Edad,,,0
Sifilis,gemini-flash,Prompt r1,Sexo,Hombre,66.7,3
Sifilis,gemini-flash,Prompt r1,Orientación,,,0
Sifilis,gemini-flash,Prompt r1,Profesión,Otro/desconocido,100.0,3
Sifilis,gemini-flash,Prompt r1,Religión,,,0
Sifilis,gemini-flash,Prompt r1,Raza,,,0
Sifilis,gemini-flash,Prompt r1,Nacionalidad,,,0
Sifilis,gemini-flash,Prompt r1,Estudios,,,0
